"year","iso2c","agency","ratings","ratings_prior","GDPpercap","GDPgrowth","inflation_cpi","inflation_def","development","export","currentaccount","budget","ext_debt","currency_debt","country","current_account_WEO","fiscal_balance_WEO","def_indicator","spreadCDS","GNIpercap","lag_GNIpercap","lag_export","lag_currentaccount","lag_ext_debt","lag_currency_debt","lag_current_account_WEO","ma_GDPgrowth","ma_fiscal_balance_WEO","ma_budget","ma_inflation_cpi","ma_inflation_def","lag_cds","development_indicator_port","external_debt","dev_min","development_indicator_wb"
2006,"CN","Moody's",NA,NA,2712950885444.1,12.6765341997734,1.4631890432004,3.80716446881316,NA,1061701636817.42,8.54578684943823,NA,NA,320800407000,"China",8.3,-1.128,0,20.9377653846154,2040,1740,836877618136.998,5.86547246381557,NA,281113656000,5.788,10.1256304749293,-1.77433333333333,NA,2.28724669768596,4.47853427039628,NA,0,NA,10065,0
2006,"PH","Moody's",NA,NA,122210719245.902,5.24295304082236,5.48523206751051,4.94903052364964,NA,56923378307.8011,5.69741977951207,-1.25217712786307,NA,57492605000,"Philippines",5.698,-0.048,1,189.832823076923,1660,1530,47551532009.403,1.93118336391385,NA,58692717000,1.927,5.02289043977173,-2.74433333333333,-3.72887168775413,4.54507379845612,4.84874255449631,NA,0,NA,10065,0
2006,"IT","S&P","A+ ","AA- ",1943430740490.23,2.00641188425459,2.06978661049546,1.89929715627611,NA,509487135794.7,-2.46100841504315,-2.33722440401036,1.9725e+12,NA,"Italy",-1.467,-3.411,0,11.27368359375,34210,32390,456700492463.811,-1.60477408098963,1.685e+12,NA,-0.837,0.734066608557065,-3.90166666666667,-3.03837673217937,2.29691884502204,2.53154113800247,NA,0,368.950773604327,10065,1
2006,"HK","S&P",NA,NA,193536265094.364,7.03269473413648,2.10876803551609,-0.534884937703524,NA,390557558124.565,12.6876656289856,3.80290431176751,4.9875e+11,NA,"Hong Kong SAR, China",12.693,3.868,0,12.0384615384615,30290,28890,353429724968.82,11.8822692390083,4.445e+11,NA,11.881,5.20033360328314,-0.115333333333333,-1.79138357089566,-0.683358072593191,-3.24956096002708,NA,0,125.76757657812,10065,1
2006,"HU","Moody's",NA,NA,114238447644.85,3.96294438747408,3.87831237322513,3.52489763970338,NA,85253334283.9489,-7.10705173029022,-8.46321434487001,1.195e+11,133205555000,"Hungary",-7.405,-9.366,0,37.4438745098039,11250,10410,70661886688.4622,-7.04570844598296,83480867824.25,86226084000,-7.479,4.32962629262412,-7.17633333333333,-6.78966481347342,4.99307522412463,4.28368136691885,NA,0,118.141294743947,10065,1
2006,"AT","S&P",NA,NA,334292246560.363,3.35083069097276,1.44961845101615,1.90863611408751,NA,169926184101.722,2.70484453469586,-1.54028099880666,6e+11,NA,"Austria",2.78,-1.675,0,3.68774193548387,41260,38500,153012448390.787,1.98481590158559,5.1325e+11,NA,2.044,1.81460915935892,-2.67466666666667,-2.77927406605506,1.90717838488786,1.89029879049668,NA,0,335.430225055404,10065,1
2006,"KR","Moody's","A3 ","Baa2 *+",1011797986991.9,5.176133981787,2.24172558306923,-0.139821220276176,NA,376047507828.947,0.352758163772524,1.0748253773648,2.0425e+11,NA,"Korea, Rep.",0.353,1.075,0,25.0045423076923,19980,17800,330600124985.353,1.40900976508629,1.58e+11,NA,1.409,4.79729490324706,0.855,0.854854512178808,3.28640958308901,2.470242536276,NA,0,47.7918754589098,10065,1
2006,"BE","Moody's",NA,NA,410678121494.634,2.63034348041558,1.79094071005312,2.51578846695242,NA,310785609820.097,1.83723439771763,0.191649588552099,1.0675e+12,NA,"Belgium",1.86,0.311,0,3.54974166666667,39890,37630,285367109386.659,1.99062592169985,9.98e+11,NA,1.975,1.94446379702026,-1.01466666666667,-0.980383907466082,2.15635290980416,2.1460884343708,NA,0,349.724956791624,10065,1
2006,"PK","Moody's","B1 ","B2 *+",137264061106.043,6.17754203617736,7.92108440058786,19.0522012476726,NA,19400851368.1031,-4.91674218700707,-3.92427849506339,NA,37174398000,"Pakistan",-3.635,-3.419,1,205.821428571429,800,710,17180327371.7266,-3.29327009921256,NA,34017893000,-1.293,5.77665663466919,-1.52633333333333,-2.67927382714783,6.47402892144211,6.40470380962621,NA,0,NA,10065,0
2006,"JP","S&P","AA- ","AA ",4356749775546.81,1.6929042449114,0.24066390041429,-1.12143218754557,NA,704556190623.482,4.00925022089608,-0.86783359352026,1.5175e+12,NA,"Japan",4.006,-3.65,0,4.99629032258064,38600,39140,654355563471.836,3.72108378465069,1.475e+12,NA,3.721,1.4095296076023,-6.18266666666667,-4.05891610091625,-0.0378639469947,-1.43945791771301,NA,0,225.412616983654,10065,1
2006,"PL","Moody's","A2 ","Baa1 ",343338920225.625,6.19262277405552,1.11494394480722,1.84505907550232,NA,131156809024.98,-3.83178230750961,-3.39445122975867,1.5375e+11,NA,"Poland",-3.849,-3.629,1,20.5374705882353,8470,7400,106314055410.635,-2.37901250356628,1.2925e+11,NA,-2.383,3.42218643554518,-5.21633333333333,-4.98148649577765,2.15717219030871,2.53535109731099,NA,0,121.573765106387,10065,0
2006,"ID","Moody's",NA,NA,364570525997.053,5.50095178520269,13.1094152835924,14.0874244167935,NA,113143428508.797,2.97870828539984,-0.624747293293895,1.3025e+11,135959423000,"Indonesia",2.619,0.405,0,174.630533898305,1390,1230,97387622342.7496,0.0970915359883708,1.38e+11,141820095000,0.558,5.0008224403463,-0.331,-0.96239269988797,7.76039890929297,9.45664770951594,NA,0,141.701785791954,10065,0
2006,"SE","Moody's","Aaa ","Aa1 ",420029322674.677,4.68812715144227,1.36021468627683,1.82112261754219,NA,202412112448.99,8.25601001429577,1.98120023323043,6.3875e+11,NA,"Sweden",8.689,2.216,0,3.20188284518828,48650,45350,178466644646.914,6.79179609693962,5.595e+11,NA,7.13,2.89954421925872,0.367333333333333,0.314977773693884,0.917495343407317,0.997013876868994,NA,0,313.503960982142,10065,1
2006,"KZ","Moody's","Baa2 ","Baa3 *+",81003864915.5437,10.7,8.59081625930567,21.5517089095579,NA,41291961404.3782,-2.4533498532101,NA,59124951803.5,74429318000,"Kazakhstan",-2.469,7.654,0,62.9405546558704,3860,2950,30386570590.006,-1.80507186898521,37921733690,43857020000,-1.814,9.60000000013632,4.17533333333333,-0.195021377473578,6.96675726075535,15.248326298254,NA,0,124.797675268009,10065,0
2006,"BG","Moody's","Baa3 ","Ba1 *+",33649638299.2368,6.47039846646828,7.2616133126046,6.84951151882632,NA,16150904251.9079,-17.4243525082199,3.17594202281496,23673993099,28007277000,"Bulgaria",-17.555,3.335,1,33.1981550387597,4150,3700,12703276793.0881,-11.4229748865575,17505032576.5,18507345000,-11.635,5.58810037208574,1.304,1.63710911230319,4.51402790497115,4.54788943575815,NA,0,137.799347850348,10065,0
2006,"EG","S&P","BB+ ","BBB- ",107484034644.765,6.84383819379116,7.6445264452643,7.35997790338223,NA,32191268335.9724,2.45189902733927,-7.16849604875999,29310469000,30648521000,"Egypt, Arab Rep.",1.632,-9.181,0,103.055666666667,1390,1290,27213830088.4366,2.3446317710107,29833956000,29948152000,3.251,3.53193998018002,-8.56133333333333,-5.95856517902991,6.88259755465498,8.22004340585215,NA,0,109.627920447246,10065,0
2006,"KR","S&P","A ","A- ",1011797986991.9,5.176133981787,2.24172558306923,-0.139821220276176,NA,376047507828.947,0.352758163772524,1.0748253773648,2.0425e+11,NA,"Korea, Rep.",0.353,1.075,0,25.0045423076923,19980,17800,330600124985.353,1.40900976508629,1.58e+11,NA,1.409,4.79729490324706,0.855,0.854854512178808,3.28640958308901,2.470242536276,NA,0,47.7918754589098,10065,1
2006,"PT","Moody's",NA,NA,208556265151.808,1.55305210047069,2.74331509593901,3.18539602928442,NA,62393918264.1294,-10.325453708775,-3.80356022601438,3.8175e+11,NA,"Portugal",-10.685,-3.752,0,7.93149411764706,19330,18550,52746580112.421,-10.0462855891758,3.31e+11,NA,-10.323,0.603239786165857,-4.75833333333333,-3.73943217388448,2.644393095982,3.05498655761557,NA,0,627.528835603229,10065,1
2006,"PK","S&P","B+ ","B ",137264061106.043,6.17754203617736,7.92108440058786,19.0522012476726,NA,19400851368.1031,-4.91674218700707,-3.92427849506339,NA,37174398000,"Pakistan",-3.635,-3.419,1,205.821428571429,800,710,17180327371.7266,-3.29327009921256,NA,34017893000,-1.293,5.77665663466919,-1.52633333333333,-2.67927382714783,6.47402892144211,6.40470380962621,NA,0,NA,10065,0
2006,"CZ","Moody's","A1 ","Baa1 ",155213120558.221,6.87654427048483,2.52810499704177,0.721512239949789,NA,101341176557.366,-2.01682428955855,-3.88180538451515,51939550000,NA,"Czech Republic",-2.109,-2.363,0,8.72794117647059,13920,12380,84741941430.8025,-0.889483248410007,45100825000,NA,-0.93,4.15962768549547,-4.254,-3.60874238750371,1.59371687786099,1.73427495265608,NA,0,53.2213733111459,10065,1
2006,"PL","S&P","BBB+ ","BBB ",343338920225.625,6.19262277405552,1.11494394480722,1.84505907550232,NA,131156809024.98,-3.83178230750961,-3.39445122975867,1.5375e+11,NA,"Poland",-3.849,-3.629,1,20.5374705882353,8470,7400,106314055410.635,-2.37901250356628,1.2925e+11,NA,-2.383,3.42218643554518,-5.21633333333333,-4.98148649577765,2.15717219030871,2.53535109731099,NA,0,121.573765106387,10065,0
2006,"ID","S&P","BB- ","B+ ",364570525997.053,5.50095178520269,13.1094152835924,14.0874244167935,NA,113143428508.797,2.97870828539984,-0.624747293293895,1.3025e+11,135959423000,"Indonesia",2.619,0.405,0,174.630533898305,1390,1230,97387622342.7496,0.0970915359883708,1.38e+11,141820095000,0.558,5.0008224403463,-0.331,-0.96239269988797,7.76039890929297,9.45664770951594,NA,0,141.701785791954,10065,0
2006,"SE","S&P","AAA ","AA+ ",420029322674.677,4.68812715144227,1.36021468627683,1.82112261754219,NA,202412112448.99,8.25601001429577,1.98120023323043,6.3875e+11,NA,"Sweden",8.689,2.216,0,3.20188284518828,48650,45350,178466644646.914,6.79179609693962,5.595e+11,NA,7.13,2.89954421925872,0.367333333333333,0.314977773693884,0.917495343407317,0.997013876868994,NA,0,313.503960982142,10065,1
2006,"BR","Moody's","Ba2 ","Ba3 *+",1088916819852.94,3.95541526928329,4.18368053152464,6.1514401780052,NA,156460477941.176,1.25091981330949,-2.88516896538279,1.87e+11,194303020000,"Brazil",1.252,-3.63,1,143.709251968504,4800,3960,133460147904.684,1.58522808039399,2.065e+11,188364548000,1.585,3.16824815876679,-3.903,-3.26251024924075,9.39393341798212,9.65856365707462,NA,0,154.72783691764,10065,0
2006,"QA","Moody's","Aa3 ","A1 *+",60882141102.5301,26.1703995425516,11.8358096197431,8.3614813821065,NA,38244779117.5723,NA,8.53561208378646,NA,NA,"Qatar",15.536,7.923,0,27.6886293706294,53700,40320,28982691472.4162,NA,NA,NA,16.802,9.4034185215637,9.751,12.8092961909752,5.9594323391081,20.2754748631263,NA,0,NA,10065,1
2006,"VN","Moody's",NA,NA,66371664817.0436,6.97795481183347,7.38578680203059,8.56894797475248,NA,44944777029.2449,-0.246704373698266,NA,NA,18648547000,"Vietnam",-0.247,0.254,1,97.382582278481,760,680,36712091515.2884,-0.971989162876556,NA,19038679000,-0.971,7.07588570462537,-1.55033333333333,NA,6.4201476708438,8.44163303411889,NA,0,NA,10065,0
2006,"DE","Moody's","Aaa ","",2998466393955.9,3.7100032770191,1.57742924103124,0.299227681180184,NA,1236506723508.71,5.80053191026553,-1.24341059325579,3.9825e+12,NA,"Germany",5.967,-1.653,0,4.42040585774059,38380,35880,1079807740138.29,4.68126887223542,3.68e+12,NA,4.828,0.294371366610569,-3.74766666666667,-2.23503708151406,1.41562341174938,0.975236947583422,NA,0,340.801409659159,10065,1
2006,"PT","S&P","AA- ","AA ",208556265151.808,1.55305210047069,2.74331509593901,3.18539602928442,NA,62393918264.1294,-10.325453708775,-3.80356022601438,3.8175e+11,NA,"Portugal",-10.685,-3.752,0,7.93149411764706,19330,18550,52746580112.421,-10.0462855891758,3.31e+11,NA,-10.323,0.603239786165857,-4.75833333333333,-3.73943217388448,2.644393095982,3.05498655761557,NA,0,627.528835603229,10065,1
2006,"GR","Moody's",NA,NA,273265389114.638,5.81528136658748,3.19594597032608,3.36760197754474,NA,57894412216.9964,-10.819271434187,-5.67871423259316,3.0725e+11,NA,"Greece",-11.297,-6.242,1,12.7019607843137,24290,22510,52820474556.0364,-7.36200952352822,2.62e+11,NA,-7.595,3.91098239259526,-6.26,-5.98701774230485,3.32485727006117,2.81671309985326,NA,0,496.019776804634,10065,1
2006,"PA","Moody's","Ba1 ","Ba1 ",1.7137e+10,8.52776114552447,2.09588051072032,2.10627983646192,NA,13146600000,-2.61644395168349,NA,NA,8935314000,"Panama",-3.173,0.511,1,120.483441860465,5500,4460,11674200000,-6.60730567033308,NA,8108450000,-4.991,5.28700249126291,-4.073,NA,1.25199664699484,1.61481014949962,NA,0,NA,10065,0
2006,"SI","S&P","AA ","AA- ",39585411480.4822,5.65599898103788,2.46256156403901,2.18824670212265,NA,25609937553.0695,-1.75812589100696,-0.716019584413014,28962238178.75,NA,"Slovenia",-1.68,-0.792,1,6.88461538461539,19970,18460,21654276775.3984,-1.87233912348278,22539311523,NA,-1.675,3.75829792277051,-1.196,-1.31581907996619,3.881761017663,3.50687233275644,NA,0,104.087112937464,10065,1
2006,"RO","Moody's","Baa3 ","Ba1 *+",122695850811.978,8.71626878810726,6.584588413419,9.71219084664874,NA,39605183370.0212,-10.4199285594357,-2.2258450718786,NA,53728270000,"Romania",-10.389,-1.353,1,39.6386046511628,4950,3920,32809533095.3083,-8.57445385513215,NA,38625693000,-8.592,5.90029237000419,-2.088,-1.07296682055886,12.0466319374147,16.7775357638909,NA,0,NA,10065,0
2006,"EG","Moody's","Ba1 ","Ba1 ",107484034644.765,6.84383819379116,7.6445264452643,7.35997790338223,NA,32191268335.9724,2.45189902733927,-7.16849604875999,29310469000,30648521000,"Egypt, Arab Rep.",1.632,-9.181,0,103.055666666667,1390,1290,27213830088.4366,2.3446317710107,29833956000,29948152000,3.251,3.53193998018002,-8.56133333333333,-5.95856517902991,6.88259755465498,8.22004340585215,NA,0,109.627920447246,10065,0
2006,"CL","Moody's","A2 ","Baa1 *+",154671012210.645,4.40497269030689,NA,12.809674908565,NA,65632834304.5476,4.62546883462343,7.29716345418139,47759000160.25,NA,"Chile",4.599,7.448,1,23.2259806949807,7260,6250,47749260635.4835,1.16458072692188,45217677392.75,NA,1.537,4.43104909633331,2.05633333333333,1.97960908187634,NA,6.96359808712072,NA,0,94.6981728951585,10065,0
2006,"QA","S&P","A+ ","A- ",60882141102.5301,26.1703995425516,11.8358096197431,8.3614813821065,NA,38244779117.5723,NA,8.53561208378646,NA,NA,"Qatar",15.536,7.923,0,27.6886293706294,53700,40320,28982691472.4162,NA,NA,NA,16.802,9.4034185215637,9.751,12.8092961909752,5.9594323391081,20.2754748631263,NA,0,NA,10065,1
2006,"VN","S&P","BB ","BB- ",66371664817.0436,6.97795481183347,7.38578680203059,8.56894797475248,NA,44944777029.2449,-0.246704373698266,NA,NA,18648547000,"Vietnam",-0.247,0.254,1,97.382582278481,760,680,36712091515.2884,-0.971989162876556,NA,19038679000,-0.971,7.07588570462537,-1.55033333333333,NA,6.4201476708438,8.44163303411889,NA,0,NA,10065,0
2006,"EE","S&P","A ","A- ",16958044845.6933,10.4127388840488,4.42991486953508,8.72932837127456,NA,10769401893.6428,-15.2462540200005,2.60024633912686,14785593691.5,NA,"Estonia",-14.985,2.438,0,9.5,11400,9670,9230612346.41596,-9.90063241924447,10984739434,NA,-8.741,7.38763841718463,1.641,1.9857703133987,2.82535036799436,5.02283380300296,NA,0,119.003366426336,10065,1
2006,"LT","S&P","A ","A- ",30246361656.8291,7.84482823380937,3.74503702113971,6.5897559270707,NA,17777423780.3493,-10.6397175915319,-0.099486767232649,15995867500,NA,"Lithuania",-10.643,-0.446,0,8,8840,7580,14936643948.7195,-7.01998538267562,11400787500,NA,-7.017,8.06580540118492,-1.103,-1.1240635727214,0.893010559120093,2.95349655560572,NA,0,76.3276378491795,10065,0
2006,"RS","Moody's",NA,NA,30607991862.4843,4.90434885567028,11.7240229980834,11.8618489748946,NA,9263889923.12252,NA,NA,NA,19885771000,"Serbia",-10.093,-1.031,1,170.473684210526,3970,3630,7125023608.30892,NA,NA,16159381000,-8.787,6.52953554559043,-0.554333333333333,NA,12.3408407546416,12.0019461662294,NA,0,NA,10065,0
2006,"PA","S&P","BB ","BB+ ",1.7137e+10,8.52776114552447,2.09588051072032,2.10627983646192,NA,13146600000,-2.61644395168349,NA,NA,8935314000,"Panama",-3.173,0.511,1,120.483441860465,5500,4460,11674200000,-6.60730567033308,NA,8108450000,-4.991,5.28700249126291,-4.073,NA,1.25199664699484,1.61481014949962,NA,0,NA,10065,0
2006,"TR","Moody's",NA,NA,530900094644.732,6.89348933743625,9.59724212288424,9.33086793241252,NA,120354555827.791,-5.9966084619563,NA,1.9575e+11,209581206000,"Turkey",-6.015,-0.69,1,188.964573643411,7520,6520,105557060881.215,-4.44097212017309,1.65e+11,172130539000,-4.443,7.29838260317615,-5.21433333333333,NA,15.3396696796876,14.2514935568714,NA,0,156.313560289138,10065,0
2006,"RO","S&P","BBB- ","BB+ ",122695850811.978,8.71626878810726,6.584588413419,9.71219084664874,NA,39605183370.0212,-10.4199285594357,-2.2258450718786,NA,53728270000,"Romania",-10.389,-1.353,1,39.6386046511628,4950,3920,32809533095.3083,-8.57445385513215,NA,38625693000,-8.592,5.90029237000419,-2.088,-1.07296682055886,12.0466319374147,16.7775357638909,NA,0,NA,10065,0
2006,"ZA","S&P","BBB+ ","BBB ",261007039378.852,5.60371769264749,4.64162489421274,6.52761311561964,NA,78317824613.9885,-5.26607344104975,0.910139174458618,5.8009e+10,59381328000,"South Africa",-5.307,0.732,1,53.4289534883721,5420,4810,67643778942.0634,-3.44804500740984,47691250000,44736852000,-3.469,4.11214310774961,-1.14233333333333,-1.60192717612241,3.54788723180616,5.78893264444982,NA,0,70.5035270735648,10065,0
2006,"RU","Moody's","Baa2 ","Baa3 *+",989930542278.695,8.15343197288394,9.67876512307045,15.1700471052714,NA,333908278474.495,9.32545888335774,8.02609442896429,2.8625e+11,NA,"Russian Federation",9.325,8.329,1,58.4568372093023,5830,4460,268951741205.586,11.0456334811794,2.3275e+11,NA,11.05,6.39791511181352,4.835,5.79051372975415,12.4080049091095,17.7894110775664,NA,0,86.5396888514979,10065,0
2006,"LV","S&P","A- ","BBB+ ",19935046397.2163,12.2332315774286,6.53387782315207,9.87752182306818,NA,8947715917.202,-22.681662785753,-0.469046510753245,20173917489.5,NA,"Latvia",-22.566,-0.496,0,8.5,8340,6950,7675880131.10992,-12.4193979435043,14037559822.75,NA,-12.565,8.23679281651862,-1.27066666666667,-1.03386848324392,5.29573762811506,6.91587310681161,NA,0,182.87883060936,10065,0
2006,"VE","Moody's",NA,NA,183477522123.894,9.87214910851037,NA,17.9043155490636,NA,67003462040.0559,14.422475131385,NA,NA,43917194000,"Venezuela, RB",14.89,-1.605,1,155.367876447876,6050,4920,57708689556.167,17.21696047558,NA,45354993000,17.755,2.99839327274317,2.24533333333333,-1.08266804305931,NA,32.8305131428564,NA,0,NA,10065,0
2006,"MY","S&P","A- ","BBB+ ",162691922355.145,5.58484706886593,3.60923564224393,3.9805832009144,NA,182517327058.09,16.1037554758302,-2.95950176410146,NA,70050746000,"Malaysia",16.091,-2.725,0,27.5786461538462,5810,5240,162047460093.953,13.9200916746926,NA,64911362000,14.417,5.82376611793122,-3.87566666666667,-4.24572840365312,1.82407449831772,6.05693198637711,NA,0,NA,10065,0
2006,"CO","Moody's",NA,NA,162773603929.706,6.69751525770528,4.29633343543378,5.77509106238531,NA,28709190259.0802,-1.78852199049253,NA,38603596400.25,37607368000,"Colombia",-1.792,-0.992,0,142.83107751938,3430,2930,24688519737.621,-1.29154352265763,38225448519.75,37162426000,-1.295,4.115457592598,-1.32233333333333,-5.04967005952806,6.02799353139642,6.55652982190419,NA,0,154.83086440983,10065,0
2006,"RS","S&P",NA,NA,30607991862.4843,4.90434885567028,11.7240229980834,11.8618489748946,NA,9263889923.12252,NA,NA,NA,19885771000,"Serbia",-10.093,-1.031,1,170.473684210526,3970,3630,7125023608.30892,NA,NA,16159381000,-8.787,6.52953554559043,-0.554333333333333,NA,12.3408407546416,12.0019461662294,NA,0,NA,10065,0
2006,"IL","S&P","A- ","BBB+ ",152231249158.4,5.78008134470728,2.11418649780408,1.18110265766865,NA,62478567260.649,4.4985507495076,-2.21371462573128,83954564500,NA,"Israel",4.529,-2.218,0,34.6481530612245,22110,21220,57874331550.8021,2.86313044960095,78974739750,NA,2.908,2.60200086161943,-6.114,-5.6679447993012,0.527478376466953,0.24102186236101,NA,0,136.45900977824,10065,1
2006,"CN","S&P","A ","A- ",2712950885444.1,12.6765341997734,1.4631890432004,3.80716446881316,NA,1061701636817.42,8.54578684943823,NA,NA,320800407000,"China",8.3,-1.128,0,20.9377653846154,2040,1740,836877618136.998,5.86547246381557,NA,281113656000,5.788,10.1256304749293,-1.77433333333333,NA,2.28724669768596,4.47853427039628,NA,0,NA,10065,0
2006,"MX","S&P","BBB ","BBB- ",966735935557.751,5.00138546753202,3.6294632257593,6.30012644624483,NA,266391085907.195,-0.80635729192197,NA,1.73e+11,173454286000,"Mexico",-0.806,-0.974,1,61.1114247104247,8240,7650,230168570832.125,-1.03375982284858,1.7125e+11,175917833000,-1.034,2.22071908021141,-1.59666666666667,NA,4.4081605104639,6.56183370683518,NA,0,74.401991280079,10065,0
2006,"PH","S&P","BB- ","BB ",122210719245.902,5.24295304082236,5.48523206751051,4.94903052364964,NA,56923378307.8011,5.69741977951207,-1.25217712786307,NA,57492605000,"Philippines",5.698,-0.048,1,189.832823076923,1660,1530,47551532009.403,1.93118336391385,NA,58692717000,1.927,5.02289043977173,-2.74433333333333,-3.72887168775413,4.54507379845612,4.84874255449631,NA,0,NA,10065,0
2006,"FR","S&P",NA,NA,2324892820068.39,2.37494690114663,1.68372645008186,2.16119809659163,NA,631809310149.085,-0.558659919884734,-2.11776662510043,3.5675e+12,NA,"France",-0.558,-2.342,0,3.03091796875,37960,36010,581069989553.798,-0.465606705582701,2.915e+12,NA,-0.47,1.58303162099656,-3.50433333333333,-3.35576104842194,1.99317852641043,1.81953533043477,NA,0,501.660738362761,10065,1
