"iso2c","year","GDPpercap","GDPgrowth","inflation_cpi","inflation_def","development","GNIpercap","export","currentaccount","budget","ext_debt","currency_debt","country","current_account_WEO","fiscal_balance_WEO"
"1A",2014,NA,NA,NA,NA,4.22,NA,NA,NA,NA,NA,NA,"Arab World",NA,NA
"1A",2013,2853079422136.26,3.35213598160611,3.16040956767251,2.42723308765986,4.36666666666667,NA,1543967962316.01,NA,NA,NA,NA,"Arab World",NA,NA
"1A",2012,2744380705807.86,6.19641037910736,4.76795034560587,4.79777597475045,4.47142857142857,7196.53273639369,1550506485391.57,NA,NA,NA,NA,"Arab World",NA,NA
"1A",2011,2487905323871.43,3.32891573127449,4.753163888857,15.1067503187946,4.46,6305.64406388715,1422063700767.72,NA,NA,NA,NA,"Arab World",NA,NA
"1A",2010,2097884309178.57,5.24000221402568,3.96996011162696,11.0845896814543,4.53264282761333,5913.74479400922,1037093374264.73,NA,NA,NA,NA,"Arab World",NA,NA
"1A",2009,1791752937021.76,1.74133895607771,2.92089711805366,-7.28145349054336,4.40227276191429,5640.07546461051,845658425884.743,NA,NA,NA,NA,"Arab World",NA,NA
"1A",2008,2079570726698.25,6.20606502142331,11.2706652380848,14.8987372148521,4.18694833818134,5546.40624407302,1195453030905.1,NA,NA,NA,NA,"Arab World",NA,NA
"1A",2007,1638668684413.22,5.70870736496498,4.965976545533,6.39534430529028,4.11252055826025,4730.93960579129,893940054917.164,NA,NA,NA,NA,"Arab World",NA,NA
"1A",2006,1399822842753.85,7.20380260248655,3.876850650419,8.84253162170717,NA,4112.09515614157,767284549489.784,NA,NA,NA,NA,"Arab World",NA,NA
"1A",2005,1176100113380.11,6.14483323282988,3.47108408964077,13.7349909637599,NA,3497.48312518786,628004123978.076,NA,NA,NA,NA,"Arab World",NA,NA
"1A",2004,959405027973.279,9.12313975254509,3.63228004956626,10.849954194096,NA,3035.76807698685,465245535124.814,NA,NA,NA,NA,"Arab World",NA,NA
"1A",2003,815538537451.947,5.2132827385677,2.71259247474352,5.11161321735516,NA,2642.99765530042,350113130208.007,NA,NA,NA,NA,"Arab World",NA,NA
"1A",2002,724009906451.922,1.79154456529329,1.83299389002032,3.56464227551491,NA,2466.77931049871,280098681145.012,NA,NA,NA,NA,"Arab World",NA,NA
"1A",2001,713007194293.451,2.27702452263856,1.77220437351033,0.779777814697894,NA,2472.83129971528,268967595840.052,NA,NA,NA,NA,"Arab World",NA,NA
"1A",2000,726012626496.09,5.06744874932264,1.85379035325276,10.4423450381486,NA,2388.34288271471,291230816743.337,NA,NA,NA,NA,"Arab World",NA,NA
"1A",1999,634118560164.927,2.28557103792578,2.66937369053694,6.62704114622349,NA,2285.17467126742,208031346256.863,NA,NA,NA,NA,"Arab World",NA,NA
"1A",1998,587494764658.919,4.91388167872202,3.41731948975798,-1.71524486837819,NA,2298.36519331938,173016526611.679,NA,NA,NA,NA,"Arab World",NA,NA
"1A",1997,609294244548.589,4.88556996319672,3.60116103260956,2.23656665980389,NA,2307.48976295542,221746394865.02,NA,NA,NA,NA,"Arab World",NA,NA
"1A",1996,574468177972.353,4.78238159165041,4.68130623916412,6.21530162039107,NA,2218.54598704975,214993902298.734,NA,NA,NA,NA,"Arab World",NA,NA
"1A",1995,520049266412.833,2.72599735605048,6.54379068524172,7.22562186315107,NA,2112.06208567286,186074464113.556,NA,NA,NA,NA,"Arab World",NA,NA
"1A",1994,484261108054.452,3.53530298425954,5.11259890444313,7.8900302309962,NA,2073.08433816307,163015361340.86,NA,NA,NA,NA,"Arab World",NA,NA
"1A",1993,473299323399.973,3.61380935153342,9.37034415971458,4.5456655815093,NA,2090.63098194459,161866253275.87,NA,NA,NA,NA,"Arab World",NA,NA
"1A",1992,467834483649.374,4.74986126902743,9.35975158953137,5.11898581864023,NA,2177.98196294731,171782779450.072,NA,NA,NA,NA,"Arab World",NA,NA
"1A",1991,436805584500.833,1.39681678441535,9.00000000000003,7.61051703436539,NA,2096.83314730574,156419611438.649,NA,NA,NA,NA,"Arab World",NA,NA
"1A",1990,443859896964.664,9.72308376242393,8.45146240803882,14.2827783854205,NA,2057.90019619985,164059501131.137,NA,NA,NA,NA,"Arab World",NA,NA
"S3",2014,NA,NA,NA,NA,4.46,NA,NA,NA,NA,NA,NA,"Caribbean small states",NA,NA
"S3",2013,67033118185.1864,1.50299153341234,1.05949782356178,1.7097173291289,4.62,8641.39907748684,29919229561.2016,NA,NA,NA,NA,"Caribbean small states",NA,NA
"S3",2012,65360347413.8184,1.37078584205194,2.59844414147122,2.57132656477677,4.56,8388.98990497907,27479948481.2114,NA,NA,NA,NA,"Caribbean small states",NA,NA
"S3",2011,64008052113.8963,0.0167746513576361,3.45674967234602,3.23993748470626,4.38333333333333,8077.51932507501,28915442485.7045,NA,NA,NA,NA,"Caribbean small states",NA,NA
"S3",2010,59375034444.9625,0.577383022371919,3.37002540220148,1.3660020686268,4.677734832325,8408.07237155934,24819832907.3988,NA,-3.46665746056699,NA,NA,"Caribbean small states",NA,NA
"S3",2009,56145294968.5054,-3.7286083529569,0.42153912568692,1.79109524503448,4.25513011822,8609.38711566393,23048025764.2251,NA,-5.40266232480969,NA,NA,"Caribbean small states",NA,NA
"S3",2008,66698700872.5015,1.80934320768533,8.03225579266176,3.12541316256039,3.98199511883857,9117.25119025606,36513130759.0453,NA,-1.39855373344814,NA,NA,"Caribbean small states",NA,NA
"S3",2007,58438689570.0527,3.68654791075376,4.03422982885071,4.8452701708882,3.84526664207624,8205.23890966332,29451014095.3622,NA,-1.59974821470697,NA,NA,"Caribbean small states",NA,NA
"S3",2006,52490948176.4208,8.38500479159114,4.25604929421787,4.56826887845509,NA,7419.00488380058,29355701494.7688,NA,-0.421883411281101,NA,NA,"Caribbean small states",NA,NA
"S3",2005,46587144814.1829,4.567923257383,3.73342916466986,4.85625551276669,NA,6606.36963632366,23319924633.6354,NA,1.67934897864653,NA,NA,"Caribbean small states",NA,NA
"S3",2004,40770535976.8498,5.01540315844824,2.39410982050339,3.58232374624537,NA,6008.43133471459,19016959948.2775,NA,-1.16235122161901,NA,NA,"Caribbean small states",NA,NA
"S3",2003,37422356830.3295,7.00813949577113,2.23543664374553,0.538770625491445,NA,5324.75170489244,16522979683.1175,NA,-0.920372689789442,NA,NA,"Caribbean small states",NA,NA
"S3",2002,34952635480.1792,4.58550526067924,2.17357792508093,1.07299704699036,NA,4806.64336585405,14596123257.9561,NA,-2.05813526342865,NA,NA,"Caribbean small states",NA,NA
"S3",2001,33156568952.8547,2.21150544110978,2.57783490431289,2.14417694306613,NA,4507.04376139772,14615484957.6479,NA,-0.351292960639104,NA,NA,"Caribbean small states",NA,NA
"S3",2000,32283550905.1253,4.36294675842539,2.1818181818182,12.8530691709907,NA,4343.56441612634,15109484439.6335,NA,NA,NA,NA,"Caribbean small states",NA,NA
"S3",1999,29613300907.4007,4.6221264633058,1.56006240249607,2.892765080863,NA,3977.41375484438,12865652944.5074,NA,NA,NA,NA,"Caribbean small states",NA,NA
"S3",1998,27847248293.4,5.39168679456412,2.67217494473748,3.00095786963131,NA,3634.60683666325,11641600625.5332,NA,NA,NA,NA,"Caribbean small states",NA,NA
"S3",1997,25356787997.571,3.57245698555835,2.99598403029242,1.89981467478096,NA,3414.6138795173,11611892019.8903,NA,NA,NA,NA,"Caribbean small states",NA,NA
"S3",1996,22680636430.5023,3.74338569128298,2.23636304005722,2.82177721358967,NA,3333.51258860337,10861823998.3079,NA,NA,NA,NA,"Caribbean small states",NA,NA
"S3",1995,20821836870.6359,3.1133221108761,2.92335425390355,4.02407802818196,NA,3079.70434513011,10561453729.9684,NA,NA,NA,NA,"Caribbean small states",NA,NA
"S3",1994,18982650115.7715,3.42273874164829,2.58823529411762,5.03122752581507,NA,2874.94312872752,9234537895.08416,NA,NA,NA,NA,"Caribbean small states",NA,NA
"S3",1993,17881237288.7717,-0.0773210462791809,2.72289766970589,2.44288269028078,NA,2818.5707262445,8619133295.48411,NA,NA,NA,NA,"Caribbean small states",NA,NA
"S3",1992,17177932558.3986,-1.41063150287394,5.47182559344175,4.1427150339514,NA,2771.51151207443,8629330473.043,NA,NA,NA,NA,"Caribbean small states",NA,NA
"S3",1991,17457961916.1899,0.191573824527367,5.55706153429149,5.7968337925842,NA,2718.81574077648,8190948577.27907,NA,NA,NA,NA,"Caribbean small states",NA,NA
"S3",1990,17581092349.0917,0.36935026980855,4.26755662855973,6.42466040852111,NA,2696.90136212146,8506408135.2347,NA,NA,NA,NA,"Caribbean small states",NA,NA
"B8",2014,NA,NA,NA,NA,4.38181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B8",2013,1417536159600.65,1.34400412764208,1.43472660240656,1.39570527276831,4.34545454545455,13191.5644836228,863690103683.524,NA,NA,NA,NA,NA,NA,NA
"B8",2012,1340631523589.04,0.622689399162013,3.33380025213552,2.21080263777446,4.29090909090909,12883.7244644556,805138614277.071,NA,-2.95310888760663,NA,NA,NA,NA,NA
"B8",2011,1434867853222.98,3.18799140814174,4.13333333333298,3.00853931329195,4.27272727272727,12749.4351381699,833700113719.918,NA,-3.29291761592865,NA,NA,NA,NA,NA
"B8",2010,1303578139231.81,2.11392194830511,1.84096534653466,1.23789772601417,4.26919786894546,12596.2953774316,696092733776.135,NA,-5.5708279010328,NA,NA,NA,NA,NA
"B8",2009,1270154042033.38,-3.64957818410386,2.75317248671887,2.78027591208712,4.14955426873636,12515.6541235816,608131907645.193,NA,-5.68580292176838,NA,NA,NA,NA,NA
"B8",2008,1510801664710.79,3.54042066376579,6.35098628880139,5.70266266998587,4.02291788593798,12287.0719008657,771199720319.824,NA,-2.7009755566242,NA,NA,NA,NA,NA
"B8",2007,1255130342817.75,6.27706333923017,4.83577938438762,5.3373832413706,3.98719692740559,10282.5402266374,649599069494.27,NA,-1.74139850042197,NA,NA,NA,NA,NA
"B8",2006,996747379796.894,6.58649985597364,3.87831237322513,3.99718820752524,NA,8837.89605364579,513818669484.569,NA,-3.25879352813775,NA,NA,NA,NA,NA
"B8",2005,881333483848.335,4.83571333961434,3.3209591652454,3.39502409127424,NA,7732.63452421239,423745558484.101,NA,-3.19735206282533,NA,NA,NA,NA,NA
"B8",2004,759226352467.1,5.60685940176799,3.58902679606162,4.78812309733753,NA,6397.2446083422,355836246229.811,NA,-3.63077821740705,NA,NA,NA,NA,NA
"B8",2003,632905170790.819,4.32460205745477,2.157107037339,4.04935233470741,NA,5206.9902405282,272807741295.84,NA,-4.06334258002275,NA,NA,NA,NA,NA
"B8",2002,526447616721.946,3.14952610091464,3.3233106504194,3.95338854181722,NA,4429.55064792773,213231098057.248,NA,-4.2914728228731,NA,NA,NA,NA,NA
"B8",2001,468271204324.88,3.0027370960813,5.73926754103036,5.0882347506827,NA,4176.99904169097,189047311515.03,NA,-2.94638019967155,NA,NA,NA,NA,NA
"B8",2000,427129902047.764,3.93101681728976,8.87880367807372,5.447243652955,NA,4095.0630571071,170790320628.467,NA,NA,NA,NA,NA,NA,NA
"B8",1999,431622998586.173,2.11156844193758,4.01913875598086,5.9864222772983,NA,3907.13545420913,153467732282.339,NA,NA,NA,NA,NA,NA,NA
"B8",1998,445862330980.544,2.6114739563192,8.208333333333,8.25572413442582,NA,3850.64544074128,158030067547.235,NA,NA,NA,NA,NA,NA,NA
"B8",1997,406274819942.124,3.24362874197939,8.87789034104074,10.2379510360729,NA,3794.10614838822,143850077714.673,NA,NA,NA,NA,NA,NA,NA
"B8",1996,407476284177.163,4.50176949191052,19.8172212329474,17.9129182547602,NA,3572.00478534868,136948831747.42,NA,NA,NA,NA,NA,NA,NA
"B8",1995,380559534817.781,5.55797780820974,28.0716964773733,27.7519030255257,NA,3139.85204701727,129932637107.381,NA,NA,NA,NA,NA,NA,NA
"B8",1994,309960006640.776,3.71238566508151,35.9250923606098,36.7400434713101,NA,2737.06908677689,96707727323.0658,NA,NA,NA,NA,NA,NA,NA
"B8",1993,274765529437.172,0.824958502752111,89.8119490277274,40.8669250718863,NA,2455.57165794357,87048719557.9858,NA,NA,NA,NA,NA,NA,NA
"B8",1992,262984554053.889,-3.3822623837584,151.251760168506,59.5786492161121,NA,2285.69207553226,85951112948.2507,NA,NA,NA,NA,NA,NA,NA
"B8",1991,250655375439.626,-9.49891251870156,NA,178.779972520837,NA,NA,76150499028.4257,NA,NA,NA,NA,NA,NA,NA
"B8",1990,264565361607.414,NA,NA,NA,NA,NA,88252309720.6446,NA,NA,NA,NA,NA,NA,NA
"Z4",2014,NA,NA,NA,NA,4.36111111111111,NA,NA,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",2013,20498590153853.7,4.20511148289012,2.76948429098756,1.31934032181526,4.43157894736842,9387.01936904007,6940551932277.84,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",2012,20293482500884.4,4.25187956821094,2.97381206077566,1.90595074161589,4.65294117647059,8823.08053186044,6747248201319.77,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",2011,18992715041363.5,3.94493159710814,5.22553060807099,4.34632652409778,4.62352941176471,7901.35767623114,6491984970110.84,NA,-5.99513678425748,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",2010,16439333902167.9,6.9413832823094,3.11404141478967,3.70518307857897,4.7797887667625,7164.22410444566,5534686751213.41,NA,-4.97959717418769,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",2009,14162019832885.7,0.49744404463361,1.44599552058538,1.87336481025974,4.54385421191177,6384.26144833044,4331411428261.67,NA,-5.4206507451658,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",2008,13785461196880.5,3.00375762318525,7.68079180399539,7.43497176211596,4.466458332821,6056.53712344689,5174915086673.65,NA,-1.52406031039604,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",2007,11955560393178.8,6.12985433844517,4.23964342728728,4.03591129768694,4.44817306439917,5549.65681786341,4553481334306.34,NA,-0.947942356904805,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",2006,10675204609803.8,5.21428627673053,3.65466122389977,4.19413743905679,NA,5175.73901168984,3904889958529.31,NA,-0.0973430078502857,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",2005,10059242351774.1,4.44635643442331,2.85762447983038,4.20372942686163,NA,4889.26395062772,3361704900880.19,NA,-2.34127464316896,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",2004,9451130209964.22,4.92444316599736,3.03249956697262,3.38210362544376,NA,4474.5804144332,2919195157854.75,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",2003,8427289876584.18,3.9527743507952,2.52994593368037,2.69005055213979,NA,3981.23069156233,2348334098987.06,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",2002,7664826634091.67,3.40446160253798,2.66094712060846,3.06050790649337,NA,3795.2254913932,2013117384896.6,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",2001,7539249366343.71,2.31772357234736,3.6537518391367,3.36106643773203,NA,3836.63052044956,1871406477128.34,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",2000,8107479659612.31,4.47427474897179,1.55815247634945,2.51074024388227,NA,3752.6415623524,2030179617795.37,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",1999,7509697979291.88,2.87997132405235,1.96867366000915,2.11711617130172,NA,3563.41533796761,1728136429143.43,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",1998,6726849730714.33,-0.829834501473044,5.27034200348766,3.34958969868852,NA,3600.70152615079,1629013008850.78,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",1997,7550445762592.13,3.58977769795001,3.49093715138858,3.3142356051876,NA,4133.5386109289,1780161669762.56,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",1996,7860255830396,4.57054540475031,5.3746197203029,3.84532890694958,NA,4241.45829394028,1687542731890.87,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",1995,8175568112000.84,4.39319658325688,4.55891560728876,3.46119605792649,NA,4053.31311966417,1618974663043.64,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",1994,7239466391840.06,3.96400840723803,5.04774897680771,3.80570862127943,NA,3623.65175180265,1369125576616.01,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",1993,6486514680461.95,3.21936470889325,4.74576271186447,3.40231394127679,NA,3311.47150053941,1165957628498.72,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",1992,5793896015739.35,3.10613205820253,5.59466451099618,5.36431619671546,NA,3048.55431458261,1078417215356.52,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",1991,5309456580752.59,4.35922157361072,6.48324068115736,6.49061543054805,NA,2852.6010066333,974412846552.241,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"Z4",1990,4715708278488.22,5.6279430090967,7.54246872856093,5.96009402390295,NA,2752.92460860748,866160413436.718,NA,NA,NA,NA,"East Asia & Pacific (all income levels)",NA,NA
"4E",2014,NA,NA,NA,NA,3.50909090909091,NA,NA,NA,NA,NA,NA,"East Asia & Pacific (developing only)",NA,NA
"4E",2013,11413581061319.8,7.13427879665305,2.99769408147618,1.72606103274934,3.6,5536.25188738898,3456101942022.9,NA,NA,NA,1672952593000,"East Asia & Pacific (developing only)",NA,NA
"4E",2012,10331076593923.3,7.4124006282965,3.17208564631267,2.26006981168396,3.85555555555556,4915.75241071427,3243578919043.65,NA,NA,NA,1508089306000,"East Asia & Pacific (developing only)",NA,NA
"4E",2011,9293588723128.9,8.32113974815086,5.410829643377,4.58715596330291,3.81111111111111,4226.11621593179,3065091400607.44,NA,NA,NA,1344291091000,"East Asia & Pacific (developing only)",NA,NA
"4E",2010,7628835929012.15,9.70634733251794,3.996230079542,4.11774811627051,4.01674697555,3695.51353282952,2563208205436.63,NA,NA,NA,1136856639000,"East Asia & Pacific (developing only)",NA,NA
"4E",2009,6360249316603.31,7.48448593763204,3.68583975235765,1.94664517168694,3.65221645432222,3181.39543899056,1976002513879.68,NA,NA,NA,937390034000,"East Asia & Pacific (developing only)",NA,NA
"4E",2008,5895846365886.16,8.49606112575717,9.77658519512336,7.83017156803361,3.49904709281114,2747.43031377642,2338537680496.34,NA,NA,NA,814997863000,"East Asia & Pacific (developing only)",NA,NA
"4E",2007,4663836405174.6,12.190461893298,5.57706393219625,4.88151721069588,3.41456629974164,2255.59183867713,2002467438284.28,NA,NA,NA,767194913000,"East Asia & Pacific (developing only)",NA,NA
"4E",2006,3693463640569.7,10.8220007040143,5.09516661663176,4.62991883051309,NA,1882.82087542728,1634562807406.43,NA,NA,NA,683463797000,"East Asia & Pacific (developing only)",NA,NA
"4E",2005,3072049410957.81,9.72275913698515,6.34925506549695,5.59814586726806,NA,1629.01908030279,1328910271406.06,NA,NA,NA,641520184000,"East Asia & Pacific (developing only)",NA,NA
"4E",2004,2657177720392.02,8.97456739419079,4.53421374129694,5.14373695794066,NA,1416.15474333066,1085875786410.44,NA,NA,NA,597372789000,"East Asia & Pacific (developing only)",NA,NA
"4E",2003,2291383749773.66,8.77877871916792,4.17274777763035,3.07123319678531,NA,1205.24498315887,842456426564.96,NA,NA,NA,544413619000,"East Asia & Pacific (developing only)",NA,NA
"4E",2002,2028425265890.77,7.82986013416966,3.52795599825024,4.55221113975011,NA,1051.07970453705,687452131552.689,NA,NA,NA,513796266000,"East Asia & Pacific (developing only)",NA,NA
"4E",2001,1834852649064.81,6.62961699439784,4.80908610016123,3.54179945763229,NA,973.441925519394,603133573576.733,NA,NA,NA,514580154000,"East Asia & Pacific (developing only)",NA,NA
"4E",2000,1723380122030.82,7.5410263360435,2.02714036619935,3.07899913694445,NA,907.814215790601,609552489386.036,NA,NA,NA,497388836000,"East Asia & Pacific (developing only)",NA,NA
"4E",1999,1563730084678.37,6.22014467239045,4.29072851723817,3.31924550239029,NA,849.625709213714,498908844930.485,NA,NA,NA,535808441000,"East Asia & Pacific (developing only)",NA,NA
"4E",1998,1423625013186.75,2.0002894441471,8.63033669764032,7.48757842168253,NA,826.592353697193,459551084756.045,NA,NA,NA,533056285000,"East Asia & Pacific (developing only)",NA,NA
"4E",1997,1557643223717,7.28741433037585,5.60832440273568,4.06357960508581,NA,883.774701672314,493874579169.945,NA,NA,NA,526198756000,"East Asia & Pacific (developing only)",NA,NA
"4E",1996,1502844868439.38,9.03935192266492,7.3322613054569,5.0736223069417,NA,814.324424620891,446570661395.537,NA,NA,NA,494413834000,"East Asia & Pacific (developing only)",NA,NA
"4E",1995,1308355709775.03,9.91011359304635,5.81818181818183,5.58974253398678,NA,699.718426846062,396444846731.715,NA,NA,NA,456494133000,"East Asia & Pacific (developing only)",NA,NA
"4E",1994,1058779399611.33,11.0015020039892,7.57320481426793,6.94735936735698,NA,611.272276115134,322936504076.642,NA,NA,NA,382959145000,"East Asia & Pacific (developing only)",NA,NA
"4E",1993,878264081714.316,11.2471386608894,5.73690583357399,4.48041519124924,NA,547.43674809037,231584816387.673,NA,NA,NA,327818955000,"East Asia & Pacific (developing only)",NA,NA
"4E",1992,814379356563.464,11.0657032305618,7.52573572014062,6.59878420082819,NA,499.512728853087,217238648442.688,NA,NA,NA,293251593000,"East Asia & Pacific (developing only)",NA,NA
"4E",1991,728306578099.379,8.28857404681864,6.96568127760757,7.24697306777023,NA,449.022669849257,189464698542.682,NA,NA,NA,262405027000,"East Asia & Pacific (developing only)",NA,NA
"4E",1990,668370320671.718,5.5911628660118,8.19137132040963,6.67947168767434,NA,424.418365667732,161904186122.08,NA,NA,NA,233529084000,"East Asia & Pacific (developing only)",NA,NA
"XC",2014,NA,NA,NA,NA,5.29444444444445,NA,NA,NA,NA,1.56e+13,NA,"Euro area",NA,NA
"XC",2013,13148056314733.8,-0.474801633640524,1.38768994636636,1.37244990512375,5.32777777777778,39601.1539162324,5734056214266.32,NA,NA,1.56e+13,NA,"Euro area",NA,NA
"XC",2012,12620258555028.4,-0.714033185173804,2.47008183251445,1.52732011115331,5.31666666666667,39517.7955276748,5453811892343.47,NA,-3.3500154406354,NA,NA,"Euro area",NA,NA
"XC",2011,13577024737331.4,1.65128401165084,3.2781941536095,1.55956443598949,5.27222222222222,40296.2742178982,5655136713569.74,NA,-3.16227267023967,NA,NA,"Euro area",NA,NA
"XC",2010,12595554290167.6,2.05899995745665,1.53476638713634,0.754758770119494,5.29844810842222,39996.0295085095,4881158060526.99,NA,-4.9946539269603,NA,NA,"Euro area",NA,NA
"XC",2009,12857708782004.2,-4.51918461736139,0.371948109238993,1.1171750114036,5.24395550373333,39830.1501907019,4469817919503.97,NA,-5.26681571057735,NA,NA,"Euro area",NA,NA
"XC",2008,14052955718797.8,0.486681953658774,4.07083674218708,2.6573010834143,5.14197383881837,39824.2328473645,5584830365142.34,NA,-1.64980017412108,NA,NA,"Euro area",NA,NA
"XC",2007,12820776033166.6,3.0394712991624,2.44157948628365,2.66447295781959,5.10924288872916,37003.9370093889,5053305937678.18,NA,-0.656702530009871,NA,NA,"Euro area",NA,NA
"XC",2006,11138042706617.9,3.24750891688606,2.58585413229112,2.95137025862018,NA,34816.9494048211,4252489064204.61,NA,-1.06118421474743,NA,NA,"Euro area",NA,NA
"XC",2005,10494662127966.1,1.6791528251195,2.48351823198411,2.41969844862842,NA,32674.6405991535,3797183113095.53,NA,-1.97637875168484,NA,NA,"Euro area",NA,NA
"XC",2004,10116968412395.2,2.25289982877095,2.25594894407141,2.46008528327411,NA,28531.6386417228,3532608417714.92,NA,-2.211534666208,NA,NA,"Euro area",NA,NA
"XC",2003,8823945370126.34,0.681719779419893,2.39450467825586,3.31610971046411,NA,23484.7388868436,2948403592156.69,NA,-2.32862796417187,NA,NA,"Euro area",NA,NA
"XC",2002,7151851435977.1,0.962301302250438,2.6311149442863,3.42450180851259,NA,20840.7699180882,2463150703552.59,NA,-1.84229513188922,NA,NA,"Euro area",NA,NA
"XC",2001,6575324709121.73,2.10426892312921,2.85865432693802,3.35298079399419,NA,21365.7918236525,2307612709781.33,NA,-1.34096222802263,NA,NA,"Euro area",NA,NA
"XC",2000,6471760059887.36,3.87201274287405,2.99704646601428,3.36784040782935,NA,22332.1741175782,2268949517123.75,NA,-0.00776219076682283,NA,NA,"Euro area",NA,NA
"XC",1999,7101828051471.57,2.97279016192415,1.89519901356822,2.50665925676681,NA,22551.2267896741,2226184143493.05,NA,-1.28128192913978,NA,NA,"Euro area",NA,NA
"XC",1998,7133705551781.53,2.95060729652134,2.10658481764559,2.73649497781752,NA,22965.2144534691,2211815632655.37,NA,-2.08970352366652,NA,NA,"Euro area",NA,NA
"XC",1997,6942501518917.85,2.68645499524651,2.10235891443293,2.52017243182964,NA,24041.6938570154,2109267732391.65,NA,-2.42956856917675,NA,NA,"Euro area",NA,NA
"XC",1996,7597591914702.26,1.69153593487454,2.51892209602123,2.33897597241608,NA,24049.3130100726,2133226228280.33,NA,-3.78036026747392,NA,NA,"Euro area",NA,NA
"XC",1995,7508880085892.9,2.45844379981617,3.36948310866693,3.81252687834351,NA,22788.3975830006,2076706893383.7,NA,-6.63040219602714,NA,NA,"Euro area",NA,NA
"XC",1994,6507723495913.47,2.47610550630858,4.07867127665751,3.54242315396379,NA,21639.5402277233,1696010810744.93,NA,NA,NA,NA,"Euro area",NA,NA
"XC",1993,6161002151391.04,-0.659212788723778,4.43497627578191,4.33588572059195,NA,21093.828313645,1519111034815.68,NA,NA,NA,NA,"Euro area",NA,NA
"XC",1992,6726651010141.21,1.36848338212157,4.02976278178846,3.72907489931782,NA,21426.5360834293,1650135065885.92,NA,NA,NA,NA,"Euro area",NA,NA
"XC",1991,6099448751910.52,2.64723931116447,3.33434835566383,3.35087409513226,NA,19092.7447818593,1515278871590.27,NA,NA,NA,NA,"Euro area",NA,NA
"XC",1990,5867715888812.83,3.58127733883894,3.7019831236488,3.39664351372626,NA,17828.1650744932,1465595493089.99,NA,NA,NA,NA,"Euro area",NA,NA
"Z7",2014,NA,NA,NA,NA,4.47727272727273,NA,NA,NA,NA,NA,NA,"Europe & Central Asia (all income levels)",NA,NA
"Z7",2013,22920192854590.2,0.419760316241906,1.72993514092394,1.54440540256743,4.49772727272727,25446.560856412,9526621075785.63,NA,NA,NA,NA,"Europe & Central Asia (all income levels)",NA,NA
"Z7",2012,22002547300462.3,0.0532003693601411,2.79083543327826,1.66095737167839,4.46222222222222,24916.6588560767,9145510531950.9,NA,-2.91579895905341,NA,NA,"Europe & Central Asia (all income levels)",NA,NA
"Z7",2011,22913591071548.6,2.18404989735315,3.78987711034851,2.71412713780737,4.44666666666667,24647.0518830931,9363782986637.43,NA,-2.89792803305839,NA,NA,"Europe & Central Asia (all income levels)",NA,NA
"Z7",2010,20811125669564.4,2.50790095841916,2.39025802549098,2.0359809872045,4.42873103015556,24296.2733582079,7941613881819.61,NA,-4.8847339848677,NA,NA,"Europe & Central Asia (all income levels)",NA,NA
"Z7",2009,20300592389315.2,-4.47806883880779,1.50808039444949,1.95856219170327,4.39322293600454,24078.3326720118,7095955845046.48,NA,-5.36989894606948,NA,NA,"Europe & Central Asia (all income levels)",NA,NA
"Z7",2008,23065273652028.2,0.860047146337834,6.07890314436859,5.01942662142257,4.32203992379076,24372.3312134397,8988126078193.64,NA,-1.16472780760656,NA,NA,"Europe & Central Asia (all income levels)",NA,NA
"Z7",2007,21003677460886.4,3.52424835637267,2.93006297629245,4.20071193348647,4.30050778812722,22397.5367466148,7964016727755.42,NA,-0.146641729426243,NA,NA,"Europe & Central Asia (all income levels)",NA,NA
