"agency","iso2c","year","country","ratings.x","ratings_prior","lag_cds","lag_GNIpercap","ma_GDPgrowth","ma_inflation_cpi","ma_inflation_def","lag_currentaccount","lag_current_account_WEO","ma_budget","ma_fiscal_balance_WEO","external_debt","ext_debt_2","lag_export","dflt","port","dvlp_port","dvlp_wb","ratings.y","ratings"
"Moody's","EG",2010,"Egypt, Arab Rep.","Ba1 ","Ba1 ",216.892131618303,2240,6.44038724753333,13.1330987266017,11.9950889289446,-1.77226560880829,-2.346,-5.82723848389552,-7.48233333333333,68.8734402988755,35068017000,47164422684.6185,0,4.2001349,1,0,"Ba1","Ba1"
"Moody's","FI",2007,"Finland","Aaa ","Aa1 *+",NA,42730,3.18879843509052,0.871616423569734,0.814604572123159,5.33970487596079,5.335,3.49111446669377,2.88466666666667,270.103007845874,NA,93482853824.4497,0,6.19292878938941,1,1,"Aaa","Aaa"
"Moody's","FI",2008,"Finland","Aaa ","Aa1 *+",5.3208,46010,3.98650261261149,1.64613070840768,1.53370352617666,5.20504505168334,5.198,4.2651586679514,3.87933333333333,258.999783776542,NA,112355306153.872,0,6.3460845377392,1,1,"Aaa","Aaa"
"Moody's","FI",2009,"Finland","Aaa ","Aa1 *+",22.5811911392405,49880,3.18515544742201,2.7144281841799,2.25145954063715,3.15091794453443,3.136,4.6935236000056,4.40866666666667,273.238753081544,NA,127910113795.497,0,6.4548815983,1,1,"Aaa","Aaa"
"Moody's","FI",2010,"Finland","Aaa ","Aa1 *+",28.5700854207403,48570,0.422907551949216,2.19220596195768,2.57311288261581,2.66936241965221,2.662,2.63935426709463,2.24133333333333,416.595051428601,NA,91215677837.9608,0,6.3583996443,1,1,"Aaa","Aaa"
"Moody's","FI",2011,"Finland","Aaa ","Aa1 *+",37.3513321640353,49320,0.157192564979403,1.75897733959692,1.76835720825413,2.39886806556544,2.394,0.0497866484686202,-0.368333333333333,430.650863573784,NA,95843300202.5742,0,6.2,1,1,"Aaa","Aaa"
"Moody's","FI",2012,"Finland","Aaa ","Aa1 *+",41.4072457236078,49900,-0.496303203291447,1.54259646523519,1.60407024591358,-0.617038420902519,-0.616,-1.62634652390093,-2.09066666666667,484.745767125363,NA,107169579443.826,0,6.3,1,1,"Aaa","Aaa"
"Moody's","FR",2006,"France",NA,NA,NA,36010,1.58303162099656,1.99317852641043,1.81953533043477,-0.465606705582701,-0.47,-3.35576104842194,-3.50433333333333,501.660738362761,NA,581069989553.798,0,NA,0,1,"Aaa","Aaa"
"Moody's","FR",2007,"France",NA,NA,3.03091796875,37960,1.89715412327322,1.85139609680981,1.91542808137028,-0.558659919884734,-0.558,-2.72610088155785,-2.99866666666667,564.648216272437,NA,631809310149.085,0,5.87154851601313,1,1,"Aaa","Aaa"
"Moody's","FR",2008,"France",NA,NA,3.48548772000718,40250,2.28264592452272,1.63579568653885,2.22153946296034,-0.999276298648035,-0.972,-2.36486622271713,-2.68366666666667,620.135687883766,NA,722422541958.221,0,5.93910897506272,1,1,"Aaa","Aaa"
"Moody's","FR",2009,"France",NA,NA,9.85408272242902,43510,1.63486358900655,1.99523834063515,2.36807451567883,-1.70602738711625,-1.69,-2.38512316787686,-2.68966666666667,645.720040891887,NA,800656580653.599,0,5.8864319133,1,1,"Aaa","Aaa"
"Moody's","FR",2010,"France",NA,NA,22.9036017647742,43760,0.497599870891325,1.4633575803803,1.67988329251162,-1.31565553762342,-1.297,-4.02903423413666,-4.29633333333333,772.274762910248,NA,648409120755.117,0,5.8728529,1,1,"Aaa","Aaa"
"Moody's","FR",2011,"France",NA,NA,45.4985187507256,43790,0.395277489615822,1.47721286502633,1.18518967674176,-1.27448828662999,-1.274,-5.53950182788446,-5.71333333333333,730.428004985661,NA,689321872331.393,0,5.6,1,1,"Aaa","Aaa"
"Moody's","FR",2012,"France","Aa1 ","Aaa ",81.7560624570194,44220,0.324710065895037,1.24507012009949,0.706687215986338,-1.71927763528853,-1.71,-6.30704595318397,-6.35133333333333,704.211871473787,NA,795925236004.579,0,5.4,1,1,"Aa1","Aa1"
"Moody's","GB",2008,"United Kingdom",NA,NA,NA,46110,2.71454214392124,2.23474400663232,2.78882706441046,-2.39868510673502,-2.185,-2.68820870599184,-3.03633333333333,1329.15196470828,NA,759883013242.714,0,5.12624977933884,1,1,"Aaa","Aaa"
"Moody's","GB",2009,"United Kingdom",NA,NA,38.065597826087,46870,2.01805821457796,2.75602086488812,2.81551524025971,-1.47425470858678,-0.943,-3.21448564369079,-3.57,1353.77678041102,NA,773761239782.799,0,5.2223829081,1,1,"Aaa","Aaa"
"Moody's","GB",2010,"United Kingdom",NA,NA,62.1067662599823,42650,0.238768436382156,2.70025539087609,2.58409672166454,-1.60466338278084,-1.415,-5.8062867238422,-6.386,1436.96512290114,NA,623536358482.404,0,5.4887079652,1,1,"Aaa","Aaa"
"Moody's","GB",2011,"United Kingdom",NA,NA,67.0341669246443,40470,-0.0439103336408439,3.02181484778865,2.68339698906166,-3.12421342052066,-2.693,-8.10701975206313,-8.749,1321.69889409277,NA,690777607578.083,0,5.6,1,1,"Aaa","Aaa"
"Moody's","GB",2012,"United Kingdom",NA,NA,79.3769481180319,40090,-0.271539373319461,3.31206176747205,2.42918850277008,-1.2641532521548,-1.462,-9.01688253659439,-9.67166666666667,1217.16035577241,NA,800223237127.945,0,5.8,1,1,"Aaa","Aaa"
"Moody's","GR",2006,"Greece",NA,NA,NA,22510,3.91098239259526,3.32485727006117,2.81671309985326,-7.36200952352822,-7.595,-5.98701774230485,-6.26,496.019776804634,NA,52820474556.0364,1,NA,0,1,"A1","A1"
"Moody's","GR",2007,"Greece",NA,NA,12.7019607843137,24290,4.57414791895322,3.21328899620488,2.87485552598136,-10.819271434187,-11.297,-6.02930471168658,-6.43566666666667,530.707521217046,NA,57894412216.9964,1,4.38534647716325,1,1,"A1","A1"
"Moody's","GR",2008,"Greece",NA,NA,11.1790534690799,26110,3.79907667468305,3.21200667973681,2.95725792219183,-13.9917535540578,-14.598,-5.84877637210897,-6.22933333333333,557.15604254893,NA,71748301996.5441,1,4.24712781654641,1,1,"A1","A1"
"Moody's","GR",2009,"Greece",NA,NA,33.4731202614379,28330,2.44982492246488,3.41458111644567,3.68173316826595,-14.4694473028405,-15.022,-7.20658312481544,-7.66133333333333,616.082308174153,NA,82862304797.0552,1,4.1444575778,1,1,"A2","A2"
"Moody's","GR",2010,"Greece",NA,NA,87.8504884615383,29060,1.12836154133268,2.75262377646595,3.41968580617506,-10.8879753954059,-11.187,-10.3711477085488,-10.7963333333333,888.503582166111,NA,62717811293.6205,1,4.0427604923,1,1,"Ba1","Ba1"
"Moody's","GR",2011,"Greece",NA,NA,316.001889296591,27580,-1.68755623378009,3.35861729623426,2.5962935683398,-10.1048671785798,-10.289,-11.6815916749211,-12.1956666666667,838.368174524564,NA,66200032022.296,1,4.1,1,1,"Ca","Ca"
"Moody's","HK",2006,"Hong Kong SAR, China","Aa3 ","A1 *+",NA,28890,5.20033360328314,-0.683358072593191,-3.24956096002708,11.8822692390083,11.881,-1.79138357089566,-0.115333333333333,125.76757657812,NA,353429724968.82,0,NA,0,1,"Aa3","Aa3"
"Moody's","HK",2009,"Hong Kong SAR, China","Aa2 ","Aa3 *+",12.0384615384615,33950,5.753403661062,2.77656069958011,1.29467408487028,14.990925631291,14.981,3.64772998051455,3.87133333333333,158.364412378133,NA,457804874916.525,0,6.77957625,1,1,"Aa2","Aa2"
"Moody's","HK",2010,"Hong Kong SAR, China","Aa1 ","Aa2 *+",64.9212403846154,32350,3.2915746810955,2.27813699857987,1.34783587130151,9.88365417398452,9.884,2.74441753724896,3.07066666666667,167.291221035905,NA,409316158827.627,0,6.8173459815,1,1,"Aa1","Aa1"
"Moody's","HK",2011,"Hong Kong SAR, China","Aa1 ","Aa2 *+",59.5450583945549,33620,3.22531451373987,2.40509587686428,0.392252621397,7.00330281044084,7.002,0.859633752158651,1.92166666666667,157.826376886856,NA,501658858054.883,0,6.6,1,1,"Aa1","Aa1"
"Moody's","HR",2006,"Croatia","Baa3 ","Baa3 ",NA,9870,4.76275828752067,2.37295105269927,3.72217791347734,-5.41649249772539,-5.265,-3.02719614297242,-3.64233333333333,167.529279837361,NA,17846601223.6939,1,NA,0,1,"Baa3","Baa3"
"Moody's","HR",2007,"Croatia","Baa3 ","Baa3 ",36.3628255813953,10990,4.64743732685839,2.86096240004342,3.70478987108328,-6.36700174583622,-6.67,-2.39616125290994,-2.65733333333333,178.17288166906,NA,20004625029.977,1,3.28140137090632,0,1,"Baa3","Baa3"
"Moody's","HR",2008,"Croatia","Baa3 ","Baa3 ",32.9848243291592,12350,4.54548130324046,3.13175841503223,3.83241912061885,-7.20530585279017,-7.253,-1.65590144388454,-1.84566666666667,192.127667671789,NA,23425642937.0108,1,3.35039492435928,0,1,"Baa3","Baa3"
"Moody's","HR",2009,"Croatia","Baa3 ","Baa3 ",79.9164092696325,13960,4.03805630111384,4.05532173849855,4.60163198018939,-8.62567589058648,-8.94,-1.14350564016894,-1.21266666666667,206.313779363797,NA,27111705577.1725,1,3.752489228,1,1,"Baa3","Baa3"
"Moody's","HR",2010,"Croatia","Baa3 ","Baa3 ",173.624360998911,13800,1.1511828267117,3.78283573468074,4.19599454837668,-4.8812582132232,-5.119,-1.65181632233337,-1.71,282.024283601311,NA,21624179110.127,1,3.9974099911,1,1,"Baa3","Baa3"
"Moody's","HR",2011,"Croatia","Baa3 ","Baa3 ",247.446104519886,13740,-0.470399066985953,3.17467417706245,3.10481464435861,-1.50904333598544,-1.126,-2.75630635417287,-2.89433333333333,270.125103727564,NA,2.2508e+10,1,4,1,1,"Baa3","Baa3"
"Moody's","HR",2012,"Croatia","Baa3 ","Baa3 ",310.883935828667,14040,-1.82826161925605,1.894124465181,1.76121834039445,-0.650652696571213,-0.88,-4.02334483285163,-4.11033333333333,258.955535741178,NA,25148872461.8696,1,4,1,1,"Baa3","Baa3"
"Moody's","HU",2006,"Hungary",NA,NA,NA,10410,4.32962629262412,4.99307522412463,4.28368136691885,-7.04570844598296,-7.479,-6.78966481347342,-7.17633333333333,118.141294743947,86226084000,70661886688.4622,0,NA,0,1,"A2","A2"
"Moody's","HU",2007,"Hungary",NA,NA,37.4438745098039,11250,4.19757560635102,4.73636015401723,3.64708267727967,-7.10705173029022,-7.405,-7.2795412195544,-7.882,140.17047075483,133205555000,85253334283.9489,0,3.7027027027027,1,1,"A2","A2"
"Moody's","HU",2008,"Hungary",NA,NA,33.667216782461,11780,3.38080862419698,5.12137652085846,3.75785692842897,-7.18003515670767,-7.275,-6.87214867101666,-7.42,144.805342991963,174521233000,108939350400.044,0,3.86042692637315,1,1,"A3","A3"
"Moody's","HU",2009,"Hungary",NA,NA,88.835520992229,13150,2.4031159571438,5.95982613386005,4.614697565974,-6.98121721940971,-7.397,-5.68110749818395,-6.046,168.538996633357,222899013000,125193577875.044,0,3.9253243665,1,1,"Baa1","Baa1"
"Moody's","HU",2010,"Hungary",NA,NA,190.692726271458,13220,-0.299555925908011,6.0701186237201,4.75145509915479,-0.766992761043886,-0.223,-4.21378788667368,-4.441,242.789983600758,239941047000,97100381368.1478,0,4.0123592305,1,1,"Baa3","Baa3"
"Moody's","HU",2011,"Hungary",NA,NA,277.602008629841,13050,-1.09301280289527,5.05223069065296,3.68569962244586,0.267271758884697,0.217,-3.74486872232702,-4.212,211.080684447663,215935434000,107068062902.76,0,4,1,1,"Ba1","Ba1"
"Moody's","HU",2012,"Hungary",NA,NA,341.091762928483,13020,-0.769181249308713,4.34926738327369,2.75681551493933,0.812072551463877,0.423,-1.31927147275541,-1.569,182.702292540603,210823535000,122056487030.912,0,4,1,1,"Ba1","Ba1"
"Moody's","ID",2006,"Indonesia",NA,NA,NA,1230,5.0008224403463,7.76039890929297,9.45664770951594,0.0970915359883708,0.558,-0.96239269988797,-0.331,141.701785791954,141820095000,97387622342.7496,0,NA,0,0,"B1","B1"
"Moody's","ID",2007,"Indonesia",NA,NA,174.630533898305,1390,5.25119153893275,9.93496427475007,12.3233135009536,2.97870828539984,2.619,-0.589463027453129,0.194333333333333,115.119368147725,135959423000,113143428508.797,0,2.6631936821903,0,0,"Ba3","Ba3"
"Moody's","ID",2008,"Indonesia",NA,NA,156.033537377168,1610,5.64235481518191,9.98960678581125,13.2259287822574,2.42762232069447,1.572,-0.590627379298739,-0.0546666666666667,109.254309942322,147854466000,127226102177.005,0,3.04488734373619,0,0,"Ba3","Ba3"
"Moody's","ID",2009,"Indonesia",NA,NA,230.37793261042,1950,5.88806222895002,9.76448297934581,14.4985847323863,0.0246123767036759,0.025,-0.660374806625011,-0.188666666666667,99.9374436952245,157906449000,152095145102.519,0,3.3962824572,0,0,"Ba2","Ba2"
"Moody's","ID",2010,"Indonesia",NA,NA,295.685288488507,2160,5.62213719863213,6.99918599338818,12.5610274040308,1.96977140684082,1.973,-1.00936147231244,-0.911333333333333,124.081597470921,179394490000,130357767224.835,0,3.6232083659,1,0,"Ba2","Ba2"
"Moody's","ID",2011,"Indonesia",NA,NA,305.830327433933,2500,5.80286279748718,6.57428814012983,11.5605679294553,0.72537413526015,0.736,-1.00344101986192,-1.009,108.992925442027,198268431000,174323240916.275,0,3.6,1,0,"Ba1","Ba1"
"Moody's","ID",2012,"Indonesia",NA,NA,235.956671878377,2920,5.83801545080752,5.10125960971815,8.20168456166709,0.199197650103907,0.207,-1.67170729035619,-1.23833333333333,98.9903042422255,219619459000,223001638079.456,0,3.6,1,0,"Baa3","Baa3"
"Moody's","IE",2007,"Ireland",NA,NA,NA,47570,4.66999807553123,2.85510303824271,2.86652465510081,-3.40913784312885,-3.551,1.74380906623563,1.91266666666667,885.186549386029,NA,176516464363.784,0,4.0187012987013,1,1,"Aaa","Aaa"
"Moody's","IE",2009,"Ireland",NA,NA,8.70639285714286,51150,3.36672163764839,4.29077523522555,0.85366586945397,-5.5882732961644,-5.72,-1.27254127544087,-1.39066666666667,1133.01819001557,NA,219987642031.215,0,4.4402302088,1,1,"Aa1","Aa1"
"Moody's","IE",2010,"Ireland",NA,NA,104.770131575015,46120,0.355502479945043,1.48449777401672,-1.45183422317228,-2.14152493248002,-3.049,-6.59183571367915,-6.723,1246.76517771331,NA,203326179244.871,0,4.8901462286,1,1,"Baa1","Baa1"
"Moody's","IE",2011,"Ireland",NA,NA,250.791444724988,43760,-1.08091380754878,-0.457532594092453,-2.67180373296013,1.06149849807143,0.573,-16.4896436152177,-16.553,1132.72770835742,NA,209008747868.729,0,5.2,1,1,"Ba1","Ba1"
"Moody's","IE",2012,"Ireland",NA,NA,409.333279622106,42060,-1.62077724866219,-0.949077870156986,-1.54352606916824,1.1892780055609,0.805,-18.3739369933426,-18.339,1018.20330535511,NA,232271883970.674,0,5.3,1,1,"Ba1","Ba1"
"Moody's","IL",2006,"Israel","A2 ","A3 *+",NA,21220,2.60200086161943,0.527478376466953,0.24102186236101,2.86313044960095,2.908,-5.6679447993012,-6.114,136.45900977824,NA,57874331550.8021,0,NA,0,1,"A2","A2"
"Moody's","IL",2007,"Israel","A2 ","A3 *+",34.6481530612245,22110,4.06228497824009,1.00902829782206,0.790157369792001,4.4985507495076,4.529,-4.07667122423932,-4.286,134.373383035109,NA,62478567260.649,0,4.82215085638999,1,1,"A2","A2"
"Moody's","IL",2008,"Israel","A1 ","A2 *+",30.346194177671,23770,5.3598488025817,1.31696290586954,0.996822315121726,3.12756165093222,3.143,-2.64112513362764,-2.73166666666667,123.308677787477,NA,72028918478.1286,0,4.35271401153923,1,1,"A1","A1"
"Moody's","IL",2009,"Israel","A1 ","A2 *+",55.6851605628917,25970,4.97173777882895,2.40725363450673,1.34885009350411,1.48723426708723,1.493,-2.23376655158714,-2.241,108.670056835569,NA,82626532887.4025,0,4.5931675089,1,1,"A1","A1"
"Moody's","IL",2010,"Israel","A1 ","A2 *+",100.316703481878,27210,4.36305462007,2.81085813523869,2.22399152172214,3.85657304270287,3.797,-3.56369114508927,-3.57566666666667,127.754301233877,NA,69163593825.4965,0,4.6156736688,1,1,"A1","A1"
"Moody's","IL",2011,"Israel","A1 ","A2 *+",132.128166717172,29480,4.35566733060056,3.53847716497253,2.46831206709987,3.37236166565041,3.383,-4.73529803429078,-4.71766666666667,122.280992138712,NA,81620486761.1661,0,4.2,1,1,"A1","A1"
"Moody's","IL",2012,"Israel","A1 ","A2 *+",150.284181001651,31170,3.83656944565336,3.15905153430051,2.37789015888755,1.51715700970563,1.521,-5.03122874916368,-4.91633333333333,118.673390650876,NA,91638065958.6361,0,3.9,1,1,"A1","A1"
"Moody's","IQ",2007,"Iraq",NA,NA,NA,1990,8.90393834148308,39.0507835503141,22.3445508980919,4.11629934779188,12.875,NA,-6.87266666666667,NA,NA,33242735859.3431,1,NA,0,0,NA,NA
"Moody's","IQ",2009,"Iraq",NA,NA,526.059,3460,5.63631994703893,18.608774387151,21.7244795986247,21.6092294388921,12.777,NA,5.89633333333333,NA,NA,66238000754.3374,1,NA,0,0,NA,NA
"Moody's","IT",2006,"Italy","Aa2 ","Aa3 ",NA,32390,0.734066608557065,2.29691884502204,2.53154113800247,-1.60477408098963,-0.837,-3.03837673217937,-3.90166666666667,368.950773604327,NA,456700492463.811,0,NA,0,1,"Aa2","Aa2"
"Moody's","IT",2007,"Italy","Aa2 ","Aa3 ",11.27368359375,34210,1.17297266672593,2.09469085244207,2.10417463196868,-2.46100841504315,-1.467,-2.78698606672328,-3.82333333333333,387.154034208005,NA,509487135794.7,0,3.05864478030227,0,1,"Aa2","Aa2"
"Moody's","IT",2008,"Italy","Aa2 ","Aa3 ",10.3721463945762,35820,1.50336524074072,1.96343235385335,2.07448606810845,-2.34005985763544,-1.294,-2.40933584051258,-3.16433333333333,395.974724207451,NA,604205231732.562,0,3.26298046706497,0,1,"Aa2","Aa2"
"Moody's","IT",2009,"Italy","Aa2 ","Aa3 ",28.1486368120704,37770,0.845074451148629,2.42209175503707,2.27180634317961,-2.73330195778634,-2.843,-1.97031738001429,-2.558,416.490177204162,NA,644673067207.495,0,3.6597954051,1,1,"Aa2","Aa2"
"Moody's","IT",2010,"Italy","Aa2 ","Aa3 ",61.5777167380364,37690,-0.762655417744188,1.98221261066969,2.29156135498866,-1.79791051734996,-1.937,-2.81483012910417,-3.225,518.203980622351,NA,491119345888.373,0,3.9101550541,1,1,"Aa2","Aa2"
"Moody's","IT",2011,"Italy","A2 ","Aa2 *-",114.327171399595,37690,-0.836625351231392,1.8883622100054,1.58653683881875,-3.29598397658444,-3.416,-3.60302688983807,-4.155,452.113776095737,NA,535263495153.387,0,3.9,1,1,"A2","A2"
"Moody's","IT",2012,"Italy","A3 ","A2 ",194.758570645447,37690,-1.05845636791071,1.67716026095728,1.24946017415337,-2.88819663814326,-2.986,-3.99350920257321,-4.472,413.587098768093,NA,614743546782.061,0,3.9,1,1,"A3","A3"
"Moody's","JP",2006,"Japan","Aaa ","Aa1 ",NA,39140,1.4095296076023,-0.0378639469947,-1.43945791771301,3.72108378465069,3.721,-4.05891610091625,-6.18266666666667,225.412616983654,NA,654355563471.836,0,NA,0,1,"Aaa","Aaa"
"Moody's","JP",2007,"Japan","Aaa ","Aa1 ",4.99629032258064,38600,1.7603685561075,-0.013574162484062,-1.24168330161819,4.00925022089608,4.006,-2.46337484721826,-4.80366666666667,215.383814690085,NA,704556190623.482,0,5.54754141124299,1,1,"Aaa","Aaa"
"Moody's","JP",2008,"Japan","Aaa ","Aa1 ",4.75048801843317,37660,1.88713718378999,0.00850157841547624,-1.10110814342157,4.86040285215219,4.87,-2.45443341111065,-3.51733333333333,209.219745296759,NA,773110586529.835,0,5.22075071328671,1,1,"Aaa","Aaa"
"Moody's","JP",2009,"Japan","Aaa ","Aa1 ",11.976789234511,37870,1.03654564681559,0.55736856867813,-1.10579131919632,2.93071933118408,2.941,-2.08364586606779,-3.28266666666667,242.767314322192,NA,858847084015.959,0,5.173741949,1,1,"Aaa","Aaa"
"Moody's","JP",2010,"Japan","Aaa ","Aa1 ",31.6937870930858,37610,-0.670880511420627,0.0282409675279569,-0.898741724077353,2.89322516660649,2.885,-4.3202837598434,-5.53033333333333,333.596729502568,NA,639244876045.341,0,5.1531016113,1,1,"Aaa","Aaa"
"Moody's","JP",2011,"Japan","Aaa ","Aa1 ",54.907776094879,42190,0.0689009659288277,-0.231003499379892,-1.30996874586745,3.95877474608424,3.961,-5.75677025638381,-7.93533333333333,283.373695470229,NA,833704764332.371,0,5.2,1,1,"Aaa","Aaa"
"Moody's","JP",2012,"Japan","Aaa ","Aa1 ",80.2766362059901,45190,-0.592326801969188,-0.783277939963003,-1.50531923459234,2.13755317203345,2.142,-7.51095421086201,-9.83866666666667,322.09226591441,NA,893377551873.487,0,5.2,1,1,"Aaa","Aaa"
"Moody's","KR",2006,"Korea, Rep.","A3 ","Baa2 *+",NA,17800,4.79729490324706,3.28640958308901,2.470242536276,1.40900976508629,1.409,0.854854512178808,0.855,47.7918754589098,NA,330600124985.353,0,NA,0,1,"A3","A3"
"Moody's","KR",2007,"Korea, Rep.","A2 ","A3 *+",25.0045423076923,19980,4.23321999526929,2.8623777105758,1.29194023934148,0.352758163772524,0.353,0.674815817972205,0.675,54.314945784166,NA,376047507828.947,0,5.50966676904177,1,1,"A2","A2"
"Moody's","KR",2008,"Korea, Rep.","A2 ","A3 *+",25.1779184406679,22460,4.8657697539157,2.51015237772494,1.09632083016972,1.05057034512467,1.051,1.36628389004318,1.36633333333333,66.3761689170083,NA,439916923143.146,0,5.17569661497326,1,1,"A2","A2"
"Moody's","KR",2009,"Korea, Rep.","A2 ","A3 *+",72.1065346856362,22850,4.34811049162223,3.15012944571023,1.73802414186287,0.318264708886129,0.318,1.58828829498007,1.58833333333333,70.4483850525117,NA,500721201397.396,0,5.0982982929,1,1,"A2","A2"
"Moody's","KR",2010,"Korea, Rep.","A1 ","A2 ",132.987278565192,21090,3.54406825234989,3.32188789854375,2.96539409977808,3.72458123223616,3.725,1.23590158406,1.236,76.1306669432502,NA,428867909752.297,0,5.4555258745,1,1,"A1","A1"
"Moody's","KR",2011,"Korea, Rep.","A1 ","A2 ",159.184755086621,21320,3.87423104912452,3.46239294641873,3.22013758897886,2.63594491813047,2.636,1.02455537802537,1.02466666666667,65.7704955436225,NA,540896031053.997,0,5.5,1,1,"A1","A1"
"Moody's","KR",2012,"Korea, Rep.","Aa3 ","A1 ",145.01221893815,22620,3.42880569384606,3.23762125439272,2.76277632095369,1.55146477105736,1.551,1.08056610619259,1.08066666666667,58.8504586279976,NA,670343119148.302,0,5.5,1,1,"Aa3","Aa3"
"Moody's","KZ",2006,"Kazakhstan","Baa2 ","Baa3 *+",NA,2950,9.60000000013632,6.96675726075535,15.248326298254,-1.80507186898521,-1.814,-0.195021377473578,4.17533333333333,124.797675268009,43857020000,30386570590.006,0,NA,0,0,"Baa2","Baa2"
"Moody's","KZ",2007,"Kazakhstan","WR ","Baa2 ",62.9405546558704,3860,9.82499999975899,7.68428998012744,18.519387718911,-2.4533498532101,-2.469,0.220952798303098,5.39466666666667,143.187559497309,74429318000,41291961404.3782,0,3.29281767955801,0,0,"WR","WR"
"Moody's","KZ",2008,"Kazakhstan","WR ","Baa2 ",74.2677636560602,4980,9.72499999971335,8.97982876741561,18.3178778184551,-7.96962523278665,-7.986,NA,6.24733333333333,176.684628411501,96232044000,51704436894.0436,0,3.15234968453467,0,0,"WR","WR"
"Moody's","KZ",2009,"Kazakhstan","WR ","Baa2 ",171.144957424453,6150,8.14999999985795,12.1704734700157,19.3384481388693,4.69219562367079,4.684,NA,4.672,135.684926079964,106730797000,76257057403.5405,0,3.0297130164,0,0,"WR","WR"
"Moody's","KZ",2010,"Kazakhstan","WR ","Baa2 ",351.253395278181,6780,6.02499999990842,11.7423195469247,13.7182401936938,-3.55846020700387,-3.574,NA,1.678,226.456199961573,109734323000,48243324765.91,0,3.332516026,0,0,"WR","WR"
"Moody's","KZ",2011,"Kazakhstan","WR ","Baa2 ",387.871718495329,7440,5.17499999994893,10.5247004953085,15.0566362276809,0.953024709842563,0.936,NA,0.456333333333333,173.657932761033,119144529000,65502334498.3204,0,3.6,1,0,"WR","WR"
"Moody's","KZ",2012,"Kazakhstan","WR ","Baa2 ",333.202147909793,8190,4.825000000127,7.59024575751727,13.9340985163151,5.42264329625827,5.423,NA,2.03133333333333,138.821604501184,124316663000,89503359687.0294,0,3.4,0,0,"WR","WR"
"Moody's","LB",2006,"Lebanon",NA,NA,NA,5740,4.19810254715998,NA,-0.81100484206473,-12.9089505580537,-13.746,-9.98492352203197,-10.7886666666667,NA,23333604000,8050414593.69818,0,NA,0,0,"B3","B3"
"Moody's","LB",2007,"Lebanon",NA,NA,394.340106382979,5620,3.75532670140039,NA,-1.07641820504715,-5.1217881907222,-7.257,-9.32160772109887,-9.75566666666667,NA,25118741000,7994693200.66335,0,NA,0,0,"B3","B3"
"Moody's","LB",2008,"Lebanon",NA,NA,411.887661702128,6170,5.29700075647571,NA,0.917806158643744,-6.52956334931174,-7.236,-10.2233628290333,-10.1266666666667,NA,25642489000,9395024875.62189,0,NA,0,0,"B3","B3"
"Moody's","LB",2009,"Lebanon",NA,NA,462.498894126205,6840,5.70181934581503,NA,3.78723837150114,-14.230590481052,-11.14,-10.9257517044068,-10.5586666666667,NA,24328157000,11431509121.0614,0,NA,0,0,"B2","B2"
"Moody's","LB",2010,"Lebanon",NA,NA,462.893427459538,7720,7.60146227301724,1.18764945336656,7.03008568283407,-19.1832851757782,-12.549,-9.90018312012304,-9.717,NA,24803099000,11988059701.4925,0,4.540353,1,0,"B1","B1"
"Moody's","LB",2011,"Lebanon",NA,NA,417.266563954454,8440,9.19979055143931,2.5887454586908,6.06139238114299,-19.8686159139267,-13.302,-8.64228625369897,-8.554,NA,24590506000,13782421227.1973,0,4.3,1,0,"B1","B1"
"Moody's","LB",2012,"Lebanon",NA,NA,359.513468296334,9020,7.34991547713675,2.5887454586908,4.67800640865883,-12.1230170155622,-12.83,-7.3975085262531,-7.21,NA,24767153000,14518739635.1575,0,4.1,1,0,"B1","B1"
"Moody's","LT",2006,"Lithuania","A2 ","A3 *+",NA,7580,8.06580540118492,0.893010559120093,2.95349655560572,-7.01998538267562,-7.017,-1.1240635727214,-1.103,76.3276378491795,NA,14936643948.7195,0,NA,0,0,"A2","A2"
"Moody's","LT",2007,"Lithuania","A2 ","A3 *+",8,8840,8.311131884024,2.52327390019774,5.40914983873421,-10.6397175915319,-10.643,-0.743656397139675,-0.827333333333333,89.9785463722894,NA,17777423780.3493,0,4.07405368856272,1,0,"A2","A2"
"Moody's","LT",2008,"Lithuania","A2 ","A3 *+",8.24390243902439,10520,8.20941154206446,4.03958135394928,7.24886723214258,-14.4749471761761,-14.477,-0.412407954362715,-0.653333333333333,117.528508167,NA,21152006341.0284,0,4.5538432538822,1,1,"A2","A2"
"Moody's","LT",2009,"Lithuania","Baa1 ","A3 ",155.683272678648,12600,7.1035777942485,6.80089753028926,8.23918778032395,-13.3006542415726,-13.292,-1.27852574706383,-1.583,119.012366781069,NA,28293817804.1983,0,4.7328798602,1,1,"Baa1","Baa1"
"Moody's","LT",2010,"Lithuania","Baa1 ","A3 ",323.770693974944,12320,1.46759142202478,7.03122428506763,4.85880017355958,3.94721848370731,3.947,-4.24293091692876,-4.57666666666667,156.803526833845,NA,20128913848.6312,0,4.7379050184,1,1,"Baa1","Baa1"
"Moody's","LT",2011,"Lithuania","Baa1 ","A3 ",410.577940597955,12260,-0.161067435108092,5.56588761100743,2.87480188885547,0.0404580090978291,0.04,-6.4421886933707,-6.64433333333333,123.322344225748,NA,24897747765.0309,0,4.9,1,1,"Baa1","Baa1"
