"year","iso2c","agency","ratings","ratings_prior","GDPpercap","GDPgrowth","inflation_cpi","inflation_def","development","export","currentaccount","budget","ext_debt","currency_debt","country","current_account_WEO","fiscal_balance_WEO","def_indicator","spreadCDS","GNIpercap"
1990,"CM","S&P",NA,NA,11151578702.7205,-6.10569764608255,1.09938128383607,1.64309843099718,NA,2250713583.7959,NA,-5.58577904701397,NA,6562510000,"Cameroon",-3.909,NA,1,NA,920
1990,"CN","Moody's",NA,NA,356937329023.319,3.83902489760011,3.05831067238849,5.79871755322863,NA,52479109024.6731,NA,NA,NA,55301411000,"China",NA,-0.705,0,NA,330
1990,"CN","S&P",NA,NA,356937329023.319,3.83902489760011,3.05831067238849,5.79871755322863,NA,52479109024.6731,NA,NA,NA,55301411000,"China",NA,-0.705,0,NA,330
1990,"CO","Moody's",NA,NA,40274204595.2296,6.04203847765552,29.1454705470495,26.1051392222403,NA,8282563011.78672,NA,NA,NA,17404181000,"Colombia",0.972,-0.407,0,NA,1250
1990,"CO","S&P",NA,NA,40274204595.2296,6.04203847765552,29.1454705470495,26.1051392222403,NA,8282563011.78672,NA,NA,NA,17404181000,"Colombia",0.972,-0.407,0,NA,1250
1990,"CR","Moody's",NA,NA,7403457319.25185,3.90491780290263,19.0441800896161,17.1131743780895,NA,2237240102.00634,NA,NA,NA,3835635000,"Costa Rica",-7.833,NA,1,NA,2340
1990,"CR","S&P",NA,NA,7403457319.25185,3.90491780290263,19.0441800896161,17.1131743780895,NA,2237240102.00634,NA,NA,NA,3835635000,"Costa Rica",-7.833,NA,1,NA,2340
1990,"CU","Moody's",NA,NA,28645436550.5319,-2.94856477432668,NA,5.26127437840486,NA,8662106577.12766,NA,NA,NA,NA,"Cuba",NA,NA,1,NA,2650
1990,"CU","S&P",NA,NA,28645436550.5319,-2.94856477432668,NA,5.26127437840486,NA,8662106577.12766,NA,NA,NA,NA,"Cuba",NA,NA,1,NA,2650
1990,"CV","Moody's",NA,NA,306891107.262039,0.692171874341213,10.6535057862491,2.34531032204426,NA,52576490.7976862,NA,NA,NA,133760000,"Cape Verde",-5.335,NA,0,NA,860
1990,"CV","S&P",NA,NA,306891107.262039,0.692171874341213,10.6535057862491,2.34531032204426,NA,52576490.7976862,NA,NA,NA,133760000,"Cape Verde",-5.335,NA,0,NA,860
1990,"CW","Moody's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Curacao",NA,NA,0,NA,NA
1990,"CW","S&P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Curacao",NA,NA,0,NA,NA
1990,"CY","Moody's",NA,NA,5591130222.43931,7.40399999999831,4.5020546289584,5.43312573003564,NA,2879463646.33649,NA,NA,NA,NA,"Cyprus",-2.797,NA,0,NA,9510
1990,"CY","S&P",NA,NA,5591130222.43931,7.40399999999831,4.5020546289584,5.43312573003564,NA,2879463646.33649,NA,NA,NA,NA,"Cyprus",-2.797,NA,0,NA,9510
1990,"CZ","Moody's",NA,NA,40315847383.7197,NA,NA,NA,NA,13388818205.8283,NA,NA,NA,NA,"Czech Republic",NA,NA,0,NA,NA
1990,"CZ","S&P",NA,NA,40315847383.7197,NA,NA,NA,NA,13388818205.8283,NA,NA,NA,NA,"Czech Republic",NA,NA,0,NA,NA
1990,"DE","Moody's",NA,NA,1764967948916.6,5.25500608167249,NA,3.39664351372626,NA,404151181576.08,NA,NA,NA,NA,"Germany",2.929,NA,0,NA,21330
1990,"DE","S&P",NA,NA,1764967948916.6,5.25500608167249,NA,3.39664351372626,NA,404151181576.08,NA,NA,NA,NA,"Germany",2.929,NA,0,NA,21330
1990,"DJ","Moody's",NA,NA,452328104.992109,NA,NA,NA,NA,243523284.780285,NA,NA,NA,155289000,"Djibouti",NA,NA,0,NA,NA
1990,"DJ","S&P",NA,NA,452328104.992109,NA,NA,NA,NA,243523284.780285,NA,NA,NA,155289000,"Djibouti",NA,NA,0,NA,NA
1990,"DK","Moody's",NA,NA,138094873105.387,1.6074436369104,2.65271612766855,2.83386516482742,NA,49983346346.5081,NA,NA,NA,NA,"Denmark",1.01,-1.306,0,NA,24530
1990,"DK","S&P",NA,NA,138094873105.387,1.6074436369104,2.65271612766855,2.83386516482742,NA,49983346346.5081,NA,NA,NA,NA,"Denmark",1.01,-1.306,0,NA,24530
1990,"DM","Moody's",NA,NA,166322219.284866,5.25489827890546,3.19092323226806,3.02817552501627,NA,90718516.9163717,NA,NA,NA,90753000,"Dominica",-21.926,-4.749,1,NA,2300
1990,"DM","S&P",NA,NA,166322219.284866,5.25489827890546,3.19092323226806,3.02817552501627,NA,90718516.9163717,NA,NA,NA,90753000,"Dominica",-21.926,-4.749,1,NA,2300
